Date,Positive Total,Positive New,Probable Total,Probable New
5/21/2020,92106,978,2882,140
5/22/2020,92972,866,2992,110
5/23/2020,93362,390,3029,37
5/24/2020,93663,301,3068,39
5/25/2020,93861,198,3125,57
5/26/2020,94728,867,3225,100
5/27/2020,95422,694,3332,107
5/28/2020,96068,646,3451,119
5/29/2020,96601,533,3545,94
5/30/2020,96872,271,3581,36
5/31/2020,97034,162,3616,35
6/1/2020,97543,509,3681,65
6/2/2020,97990,447,3732,51
6/3/2020,98452,462,3807,75
6/4/2020,98836,384,3859,52
6/5/2020,99177,341,3951,92
6/6/2020,99326,149,3982,31
6/7/2020,99477,151,4002,20
6/8/2020,99833,356,4073,71
6/9/2020,100178,345,4153,80
6/10/2020,100435,257,4254,101
6/11/2020,100664,229,4333,79
6/12/2020,100921,257,4385,52
6/13/2020,101019,98,4404,19
6/14/2020,101095,76,4431,27
6/15/2020,101330,235,4507,76
6/16/2020,101529,199,4566,59
6/17/2020,101777,248,4655,89
6/18/2020,102019,242,4724,69
6/19/2020,102195,176,4782,58
6/20/2020,102289,94,4801,19
6/21/2020,102367,78,4816,15
6/22/2020,102596,229,4885,69
6/23/2020,102783,187,4973,88
6/24/2020,102994,211,5041,68
6/25/2020,103200,206,5120,79
6/26/2020,103400,200,5198,78
6/27/2020,103535,135,5218,20
6/28/2020,103604,69,5238,20
6/29/2020,103804,200,5307,69
6/30/2020,104020,216,5403,96
7/1/2020,104237,217,5513,110
7/2/2020,104461,224,5615,102
7/3/2020,104559,98,5674,59
7/4/2020,104621,62,5689,15
7/5/2020,104722,101,5721,32
7/6/2020,104962,240,5787,66
7/7/2020,105203,241,5896,109
7/8/2020,105420,217,5973,77
7/9/2020,105667,247,6064,91
7/10/2020,105880,213,6200,136
7/11/2020,105977,97,6242,42
7/12/2020,106049,72,6281,39
7/13/2020,106235,186,6388,107
7/14/2020,106408,173,6432,44
7/15/2020,106614,206,6517,85
7/16/2020,106797,183,6599,82
7/17/2020,106946,149,6689,90
7/18/2020,107034,88,6712,23
7/19/2020,107055,21,6731,19
7/20/2020,107056,1,6733,2
