Date,Molecular Total,Molecular New,Molecular Positive New,Molecular Missing,Serology Total,Serology New,Serology Positive New
3/10/2020,439,105,14,,2,0,0
3/11/2020,613,174,22,,2,0,0
3/12/2020,1031,418,29,,2,0,0
3/13/2020,1971,940,61,,2,0,0
3/14/2020,2873,902,73,,2,0,0
3/15/2020,3906,1033,68,,2,0,0
3/16/2020,6055,2149,150,,2,0,0
3/17/2020,8741,2686,249,,2,0,0
3/18/2020,11734,2993,259,,2,0,0
3/19/2020,14637,2903,278,,2,0,0
3/20/2020,18288,3651,388,,2,0,0
3/21/2020,20822,2534,320,,2,0,0
3/22/2020,22720,1898,286,,2,0,0
3/23/2020,26511,3791,608,,2,0,0
3/24/2020,30512,4001,717,,2,0,0
3/25/2020,34617,4105,744,,2,0,0
3/26/2020,39042,4425,935,,2,0,0
3/27/2020,43420,4378,944,,2,0,0
3/28/2020,46227,2807,655,,2,0,0
3/29/2020,48307,2080,523,,2,0,0
3/30/2020,53372,5065,1236,,2,0,0
3/31/2020,58623,5251,1266,,2,0,0
4/1/2020,63561,4938,1338,,2,0,0
4/2/2020,68802,5241,1280,,4,2,0
4/3/2020,74585,5783,1481,,4,0,0
4/4/2020,78589,4004,1163,,8,4,1
4/5/2020,82024,3435,975,,8,0,0
4/6/2020,88720,6696,1932,,12,4,0
4/7/2020,95330,6610,2026,,16,4,0
4/8/2020,102163,6833,1866,,18,2,0
4/9/2020,108652,6489,1989,,41,23,3
4/10/2020,116319,7667,2061,,41,0,0
4/11/2020,120711,4392,1299,,42,1,0
4/12/2020,123823,3112,931,,45,3,2
4/13/2020,130189,6366,2001,,53,8,0
4/14/2020,139989,9800,2875,,62,9,2
4/15/2020,150015,10026,2602,,70,8,2
4/16/2020,158996,8981,2387,,91,21,0
4/17/2020,170202,11206,3007,,171,80,5
4/18/2020,176312,6110,1483,,179,8,3
4/19/2020,180931,4619,1090,,189,10,1
4/20/2020,191827,10896,2700,,252,63,6
4/21/2020,201376,9549,2201,,328,76,11
4/22/2020,214029,12653,2719,,475,147,17
4/23/2020,224966,10937,2419,,949,474,31
4/24/2020,237384,12418,2281,,1848,899,82
4/25/2020,245726,8342,1500,,2335,487,25
4/26/2020,250635,4909,849,,2791,456,37
4/27/2020,261709,11074,2126,,3931,1140,78
4/28/2020,274073,12364,2108,,5350,1419,83
4/29/2020,286775,12702,2184,,7063,1713,120
4/30/2020,300763,13988,2056,,8429,1366,115
5/1/2020,315049,14286,2086,,10186,1757,124
5/2/2020,322452,7403,1039,,10780,594,56
5/3/2020,327549,5097,732,,11182,402,42
5/4/2020,339829,12280,1890,,13155,1973,159
5/5/2020,352640,12811,1746,,15077,1922,154
5/6/2020,366073,13433,1717,,16983,1906,180
5/7/2020,379748,13675,1700,,18989,2006,171
5/8/2020,393252,13504,1470,,20830,1841,135
5/9/2020,399121,5869,685,,21447,617,38
5/10/2020,402311,3190,388,,21799,352,77
5/11/2020,414266,11955,1308,,23602,1803,160
5/12/2020,427607,13341,1468,,25444,1842,148
5/13/2020,441496,13889,1341,,27095,1651,164
5/14/2020,455004,13508,1323,,28664,1569,163
5/15/2020,468667,13663,1124,,30254,1590,142
5/16/2020,475799,7132,666,,30785,531,51
5/17/2020,480071,4272,378,115,31140,355,54
5/18/2020,493470,13399,1327,1,32718,1578,136
5/19/2020,505835,12365,1098,0,34366,1648,164
5/20/2020,518754,12919,1042,0,35996,1630,145
5/21/2020,530744,11990,1009,0,37585,1589,188
5/22/2020,541861,11117,888,0,39161,1576,157
5/23/2020,546799,4938,398,0,39567,406,40
5/24/2020,550939,4140,313,0,39873,306,40
5/25/2020,554083,3144,204,0,40199,326,50
5/26/2020,565464,11381,898,0,41661,1462,129
5/27/2020,575715,10251,727,0,43050,1389,151
5/28/2020,584811,9096,668,0,44277,1227,170
5/29/2020,594620,9809,538,0,45531,1254,135
5/30/2020,600143,5523,257,0,45763,232,30
5/31/2020,603228,3085,141,0,45912,149,22
6/1/2020,605752,2524,120,0,46563,651,96
6/2/2020,605771,19,0,0,46565,2,1
