Date,Molecular Total,Molecular New,Molecular Positive New,Molecular Missing,Serology Total,Serology New,Serology Positive New
3/10/2020,439,105,14,,2,0,0
3/11/2020,613,174,22,,2,0,0
3/12/2020,1030,417,29,,2,0,0
3/13/2020,1970,940,61,,2,0,0
3/14/2020,2870,900,73,,2,0,0
3/15/2020,3902,1032,68,,2,0,0
3/16/2020,6051,2149,150,,2,0,0
3/17/2020,8736,2685,249,,2,0,0
3/18/2020,11727,2991,259,,2,0,0
3/19/2020,14630,2903,278,,2,0,0
3/20/2020,18278,3648,388,,2,0,0
3/21/2020,20811,2533,320,,2,0,0
3/22/2020,22707,1896,286,,2,0,0
3/23/2020,26494,3787,608,,2,0,0
3/24/2020,30491,3997,717,,2,0,0
3/25/2020,34594,4103,744,,2,0,0
3/26/2020,39015,4421,935,,2,0,0
3/27/2020,43390,4375,943,,2,0,0
3/28/2020,46197,2807,655,,2,0,0
3/29/2020,48271,2074,523,,2,0,0
3/30/2020,53335,5064,1236,,2,0,0
3/31/2020,58577,5242,1265,,2,0,0
4/1/2020,63511,4934,1338,,2,0,0
4/2/2020,68744,5233,1279,,5,3,1
4/3/2020,74515,5771,1481,,5,0,0
4/4/2020,78509,3994,1162,,9,4,1
4/5/2020,81938,3429,976,,9,0,0
4/6/2020,88617,6679,1933,,13,4,0
4/7/2020,95213,6596,2025,,17,4,0
4/8/2020,102029,6816,1866,,19,2,0
4/9/2020,108494,6465,1983,,41,22,2
4/10/2020,116129,7635,2055,,41,0,0
4/11/2020,120514,4385,1297,,42,1,0
4/12/2020,123616,3102,930,,45,3,2
4/13/2020,129973,6357,2004,,53,8,0
4/14/2020,139759,9786,2874,,62,9,2
4/15/2020,149748,9989,2601,,70,8,2
4/16/2020,158697,8949,2387,,91,21,0
4/17/2020,169852,11155,3008,,171,80,5
4/18/2020,175929,6077,1481,,179,8,3
4/19/2020,180539,4610,1090,,189,10,1
4/20/2020,191403,10864,2699,,252,63,6
4/21/2020,200915,9512,2200,,328,76,11
4/22/2020,213487,12572,2717,,475,147,17
4/23/2020,224357,10870,2417,,949,474,31
4/24/2020,236739,12382,2281,,1848,899,82
4/25/2020,245039,8300,1498,,2335,487,25
4/26/2020,249944,4905,848,,2791,456,37
4/27/2020,260973,11029,2128,,3933,1142,78
4/28/2020,273300,12327,2108,,5357,1424,83
4/29/2020,285998,12698,2185,,7058,1701,105
4/30/2020,299875,13877,2049,,8435,1377,116
5/1/2020,314089,14214,2085,,10208,1773,129
5/2/2020,321420,7331,1038,,10803,595,57
5/3/2020,326540,5120,734,,11205,402,42
5/4/2020,338766,12226,1888,,13187,1982,160
5/5/2020,351505,12739,1742,,15115,1928,156
5/6/2020,364906,13401,1711,,17026,1911,182
5/7/2020,378505,13599,1693,,19058,2032,172
5/8/2020,391966,13461,1464,,20906,1848,136
5/9/2020,397824,5858,686,,21522,616,37
5/10/2020,401003,3179,387,,21874,352,77
5/11/2020,412929,11926,1318,,23684,1810,162
5/12/2020,426228,13299,1458,,25528,1844,148
5/13/2020,440219,13991,1333,,27234,1706,177
5/14/2020,453713,13494,1324,,28833,1599,165
5/15/2020,467436,13723,1113,,30425,1592,142
5/16/2020,474536,7100,657,,30956,531,51
5/17/2020,478788,4252,373,115,31312,356,54
5/18/2020,492305,13517,1325,1,32899,1587,136
5/19/2020,504812,12507,1097,0,34572,1673,164
5/20/2020,517760,12948,1033,0,36392,1820,149
5/21/2020,529742,11982,999,0,38019,1627,191
5/22/2020,540889,11147,878,0,39605,1586,157
5/23/2020,545890,5001,394,0,40015,410,41
5/24/2020,549996,4106,305,0,40323,308,41
5/25/2020,553125,3129,200,0,40649,326,49
5/26/2020,564458,11333,886,0,42117,1468,129
5/27/2020,574774,10316,717,0,43524,1407,153
5/28/2020,584275,9501,664,0,44782,1258,176
5/29/2020,594453,10178,537,0,46062,1280,138
5/30/2020,600276,5823,275,0,46313,251,34
5/31/2020,604017,3741,169,0,46494,181,37
6/1/2020,613614,9597,524,0,47604,1110,164
6/2/2020,623148,9534,456,0,48661,1057,88
6/3/2020,632447,9299,479,0,49754,1093,122
6/4/2020,641043,8596,407,0,50762,1008,89
6/5/2020,649602,8559,345,0,51916,1154,147
6/6/2020,654201,4599,151,0,52189,273,32
6/7/2020,657753,3552,153,0,52354,165,23
6/8/2020,668693,10940,369,0,53305,951,100
6/9/2020,679589,10896,368,0,54394,1089,106
6/10/2020,689539,9950,253,0,55526,1132,127
6/11/2020,699338,9799,221,0,56608,1082,90
6/12/2020,706423,7085,199,0,57506,898,55
6/13/2020,708366,1943,48,0,57582,76,7
6/14/2020,708383,17,1,0,57582,0,0
