4/16/2020,Addison Gilbert Hospital,Essex,1930,1,0
4/16/2020,Anna Jaques Hospital,Essex,1950,9,1
4/16/2020,Athol Memorial Hospital,Worcester,1331,0,0
4/16/2020,Baystate Franklin Medical Center,Franklin,1301,4,0
4/16/2020,Baystate Medical Center,Hampden,1199,135,26
4/16/2020,Baystate Noble Hospital,Hampden,1085,5,0
4/16/2020,Berkshire Medical Center,Berkshire,1201,24,10
4/16/2020,Beth Israel Deaconess Hospital Milton,Norfolk,2186,62,9
4/16/2020,Beth Israel Deaconess Hospital Needham,Norfolk,2492,33,7
4/16/2020,Beth Israel Deaconess Hospital Plymouth,Plymouth,2360,45,8
4/16/2020,Beth Israel Deaconess Medical Center,Suffolk,2215,252,82
4/16/2020,Beverly Hospital,Essex,1915,79,9
4/16/2020,Boston Childrens Hospital,Suffolk,2115,10,4
4/16/2020,Boston Medical Center,Suffolk,2118,208,60
4/16/2020,Brigham and Womens Faulkner,Suffolk,2130,75,10
4/16/2020,Brigham and Womens Hospital,Suffolk,2115,170,77
4/16/2020,Brockton Hospital,Plymouth,2302,100,18
4/16/2020,Cambridge Hospital,Middlesex,2139,99,18
4/16/2020,Cape Cod Hospital,Barnstable,2601,20,6
4/16/2020,Carney Hospital,Suffolk,2124,77,16
4/16/2020,Clinton Hospital,Worcester,1510,0,0
4/16/2020,Cooley Dickinson Hospital,Hampshire,1060,15,6
4/16/2020,Emerson Hospital,Middlesex,1742,33,5
4/16/2020,Fairview Hospital,Berkshire,1230,2,0
4/16/2020,Falmouth Hospital,Barnstable,2540,20,5
4/16/2020,Good Samaritan Medical Center,Plymouth,2301,99,10
4/16/2020,Harrington Hospital,Worcester,1550,11,4
4/16/2020,Health Alliance-Leominster,Worcester,1453,21,6
4/16/2020,Heywood Hospital,Worcester,1440,15,1
4/16/2020,Holy Family Hospital,Essex,1844,66,17
4/16/2020,Holyoke Hospital,Hampden,1040,39,4
4/16/2020,Lahey Hospital Burlington,Middlesex,1805,132,51
4/16/2020,Lahey Hospital Peabody,Essex,1960,0,0
4/16/2020,Lawrence General Hospital,Essex,1841,71,20
4/16/2020,Lowell General Hospital,Middlesex,1854,88,25
4/16/2020,Marlborough Hospital,Middlesex,1752,14,4
4/16/2020,Marthas Vineyard Hospital,Dukes,2557,0,0
4/16/2020,Massachusetts General Hospital,Suffolk,2114,409,153
4/16/2020,Melrose Wakefield Hospital,Middlesex,2176,39,10
4/16/2020,Mercy Medical Center,Hampden,1104,46,11
4/16/2020,Merrimack Valley Hospital,Essex,1830,0,0
4/16/2020,MetroWest Medical Center Framingham,Middlesex,1702,42,9
4/16/2020,MetroWest Medical Center Natick,Middlesex,1760,12,3
4/16/2020,Milford Regional Medical Center,Worcester,1757,27,9
4/16/2020,Morton Hospital,Bristol,2780,77,12
4/16/2020,Mount Auburn Hospital,Middlesex,2138,69,17
4/16/2020,Nantucket Cottage Hospital,Nantucket,2554,0,0
4/16/2020,Nashoba Valley Medical Center,Middlesex,1432,0,0
4/16/2020,New England Baptist Hospital,Suffolk,2120,0,0
4/16/2020,Newton-Wellesley Hospital,Middlesex,2462,125,25
4/16/2020,North Shore Medical Center Salem,Essex,1970,144,30
4/16/2020,Norwood Hospital,Norfolk,2062,56,9
4/16/2020,Saint Vincent Hospital,Worcester,1608,85,16
4/16/2020,Saints Memorial Medical Center,Middlesex,1852,2,0
4/16/2020,South Shore Hospital,Norfolk,2190,139,20
4/16/2020,Southcoast Charlton Memorial Hospital,Bristol,2720,21,7
4/16/2020,St Annes Hospital,Bristol,2721,0,0
4/16/2020,St Elizabeths Medical Center,Suffolk,2135,65,24
4/16/2020,St Lukes Hospital,Bristol,2740,44,8
4/16/2020,Sturdy Memorial Hospital,Bristol,2703,44,5
4/16/2020,Tobey Hospital,Plymouth,2571,13,3
4/16/2020,Tufts Medical Center,Suffolk,2111,68,40
4/16/2020,UMass Memorial-Memorial Campus,Worcester,1605,63,14
4/16/2020,UMass Memorial-University Campus,Worcester,1655,71,34
4/16/2020,Winchester Hospital,Middlesex,1890,27,5
4/16/2020,Wing Memorial Hospital,Hampden,1069,7,4
