4/15/2020,Addison Gilbert Hospital,Essex,01930,0,0
4/15/2020,Anna Jaques Hospital,Essex,01950,9,1
4/15/2020,Athol Memorial Hospital,Worcester,01331,0,0
4/15/2020,Baystate Franklin Medical Center,Franklin,01301,4,0
4/15/2020,Baystate Medical Center,Hampden,01199,129,26
4/15/2020,Baystate Noble Hospital,Hampden,01085,11,0
4/15/2020,Berkshire Medical Center,Berkshire,01201,28,9
4/15/2020,Beth Israel Deaconess Hospital Milton,Norfolk,02186,72,11
4/15/2020,Beth Israel Deaconess Hospital Needham,Norfolk,02492,25,6
4/15/2020,Beth Israel Deaconess Hospital Plymouth,Plymouth,02360,46,2
4/15/2020,Beth Israel Deaconess Medical Center,Suffolk,02215,236,78
4/15/2020,Beverly Hospital,Essex,01915,83,10
4/15/2020,Boston Childrens Hospital,Suffolk,02115,10,3
4/15/2020,Boston Medical Center,Suffolk,02118,191,54
4/15/2020,Brigham and Womens Faulkner,Suffolk,02130,68,10
4/15/2020,Brigham and Womens Hospital,Suffolk,02115,159,73
4/15/2020,Brockton Hospital,Plymouth,02302,92,15
4/15/2020,Cambridge Hospital,Middlesex,02139,103,19
4/15/2020,Cape Cod Hospital,Barnstable,02601,20,8
4/15/2020,Carney Hospital,Suffolk,02124,52,16
4/15/2020,Clinton Hospital,Worcester,01510,1,0
4/15/2020,Cooley Dickinson Hospital,Hampshire,01060,29,5
4/15/2020,Emerson Hospital,Middlesex,01742,31,4
4/15/2020,Fairview Hospital,Berkshire,01230,2,0
4/15/2020,Falmouth Hospital,Barnstable,02540,20,5
4/15/2020,Good Samaritan Medical Center,Plymouth,02301,112,13
4/15/2020,Harrington Hospital,Worcester,01550,11,4
4/15/2020,Health Alliance-Leominster,Worcester,01453,22,6
4/15/2020,Heywood Hospital,Worcester,01440,17,3
4/15/2020,Holy Family Hospital,Essex,01844,62,16
4/15/2020,Holyoke Hospital,Hampden,01040,47,7
4/15/2020,Lahey Hospital Burlington,Middlesex,01805,127,50
4/15/2020,Lahey Hospital Peabody,Essex,01960,0,0
4/15/2020,Lawrence General Hospital,Essex,01841,64,22
4/15/2020,Lowell General Hospital,Middlesex,01854,90,30
4/15/2020,Marlborough Hospital,Middlesex,01752,18,5
4/15/2020,Marthas Vineyard Hospital,Dukes,02557,0,0
4/15/2020,Massachusetts General Hospital,Suffolk,02114,395,154
4/15/2020,Melrose Wakefield Hospital,Middlesex,02176,40,7
4/15/2020,Mercy Medical Center,Hampden,01104,46,11
4/15/2020,Merrimack Valley Hospital,Essex,01830,0,0
4/15/2020,MetroWest Medical Center Framingham,Middlesex,01702,38,8
4/15/2020,MetroWest Medical Center Natick,Middlesex,01760,8,1
4/15/2020,Milford Regional Medical Center,Worcester,01757,21,10
4/15/2020,Morton Hospital,Bristol,02780,82,12
4/15/2020,Mount Auburn Hospital,Middlesex,02138,81,11
4/15/2020,Nantucket Cottage Hospital,Nantucket,02554,0,0
4/15/2020,Nashoba Valley Medical Center,Middlesex,01432,0,0
4/15/2020,New England Baptist Hospital,Suffolk,02120,1,0
4/15/2020,Newton-Wellesley Hospital,Middlesex,02462,125,25
4/15/2020,North Shore Medical Center Salem,Essex,01970,96,29
4/15/2020,Norwood Hospital,Norfolk,02062,56,9
4/15/2020,Saint Vincent Hospital,Worcester,01608,79,18
4/15/2020,Saints Memorial Medical Center,Middlesex,01852,2,0
4/15/2020,South Shore Hospital,Norfolk,02190,136,19
4/15/2020,Southcoast Charlton Memorial Hospital,Bristol,02720,18,9
4/15/2020,St Annes Hospital,Bristol,02721,0,0
4/15/2020,St Elizabeths Medical Center,Suffolk,02135,58,22
4/15/2020,St Lukes Hospital,Bristol,02740,44,7
4/15/2020,Sturdy Memorial Hospital,Bristol,02703,59,9
4/15/2020,Tobey Hospital,Plymouth,02571,18,4
4/15/2020,Tufts Medical Center,Suffolk,02111,72,39
4/15/2020,UMass Memorial-Memorial Campus,Worcester,01605,53,65
4/15/2020,UMass Memorial-University Campus,Worcester,01655,79,52
4/15/2020,Winchester Hospital,Middlesex,01890,31,7
4/15/2020,Wing Memorial Hospital,Hampden,01069,6,3
