Date,Molecular Total,Molecular New,Molecular Positive New,Molecular Missing,Serology Total,Serology New,Serology Positive New
3/10/2020,438,105,14,,2,0,0
3/11/2020,612,174,22,,2,0,0
3/12/2020,1029,417,29,,2,0,0
3/13/2020,1969,940,61,,2,0,0
3/14/2020,2869,900,73,,2,0,0
3/15/2020,3900,1031,68,,2,0,0
3/16/2020,6047,2147,150,,2,0,0
3/17/2020,8731,2684,249,,2,0,0
3/18/2020,11721,2990,259,,2,0,0
3/19/2020,14626,2905,278,,2,0,0
3/20/2020,18276,3650,388,,2,0,0
3/21/2020,20811,2535,321,,2,0,0
3/22/2020,22708,1897,286,,2,0,0
3/23/2020,26498,3790,609,,2,0,0
3/24/2020,30500,4002,719,,2,0,0
3/25/2020,34606,4106,746,,2,0,0
3/26/2020,39031,4425,936,,2,0,0
3/27/2020,43408,4377,943,,2,0,0
3/28/2020,46214,2806,655,,2,0,0
3/29/2020,48289,2075,524,,2,0,0
3/30/2020,53354,5065,1238,,2,0,0
3/31/2020,58593,5239,1265,,2,0,0
4/1/2020,63524,4931,1338,,2,0,0
4/2/2020,68751,5227,1279,,5,3,1
4/3/2020,74517,5766,1481,,5,0,0
4/4/2020,78510,3993,1163,,9,4,1
4/5/2020,81937,3427,976,,9,0,0
4/6/2020,88614,6677,1932,,13,4,0
4/7/2020,95202,6588,2024,,17,4,0
4/8/2020,102020,6818,1868,,19,2,0
4/9/2020,108479,6459,1983,,41,22,2
4/10/2020,116099,7620,2055,,41,0,0
4/11/2020,120485,4386,1297,,42,1,0
4/12/2020,123584,3099,931,,45,3,2
4/13/2020,129934,6350,2004,,53,8,0
4/14/2020,139715,9781,2875,,62,9,2
4/15/2020,149686,9971,2601,,72,10,2
4/16/2020,158629,8943,2389,,93,21,0
4/17/2020,169775,11146,3010,,173,80,5
4/18/2020,175845,6070,1482,,181,8,3
4/19/2020,180454,4609,1091,,191,10,1
4/20/2020,191298,10844,2699,,255,64,6
4/21/2020,200798,9500,2199,,331,76,11
4/22/2020,213346,12548,2718,,479,148,17
4/23/2020,224203,10857,2417,,954,475,31
4/24/2020,236574,12371,2282,,1855,901,82
4/25/2020,244861,8287,1498,,2342,487,25
4/26/2020,249762,4901,848,,2798,456,37
4/27/2020,260778,11016,2128,,3942,1144,79
4/28/2020,273094,12316,2108,,5367,1425,83
4/29/2020,285773,12679,2186,,7077,1710,105
4/30/2020,299603,13830,2049,,8455,1378,116
5/1/2020,313791,14188,2084,,10231,1776,129
5/2/2020,321104,7313,1037,,10826,595,57
5/3/2020,326223,5119,735,,11230,404,42
5/4/2020,338416,12193,1888,,13215,1985,161
5/5/2020,351141,12725,1742,,15160,1945,157
5/6/2020,364529,13388,1711,,17093,1933,184
5/7/2020,378104,13575,1692,,19142,2049,173
5/8/2020,391525,13421,1464,,21001,1859,136
5/9/2020,397375,5850,685,,21628,627,37
5/10/2020,400550,3175,386,,21980,352,77
5/11/2020,412465,11915,1317,,23794,1814,162
5/12/2020,425848,13383,1458,,25647,1853,148
5/13/2020,439923,14075,1330,,27359,1712,178
5/14/2020,453477,13554,1323,,28965,1606,165
5/15/2020,467321,13844,1111,,30561,1596,142
5/16/2020,474477,7156,654,,31091,530,51
5/17/2020,478807,4330,372,115,31447,356,54
5/18/2020,492289,13482,1326,1,33037,1590,137
5/19/2020,504772,12483,1094,0,34714,1677,164
5/20/2020,517694,12922,1031,0,36539,1825,149
5/21/2020,529638,11944,994,0,38170,1631,191
5/22/2020,540757,11119,875,0,39769,1599,158
5/23/2020,545748,4991,393,0,40182,413,41
5/24/2020,549851,4103,304,0,40490,308,41
5/25/2020,552974,3123,200,0,40816,326,49
5/26/2020,564284,11310,886,0,42295,1479,129
5/27/2020,574571,10287,713,0,43714,1419,153
5/28/2020,584044,9473,654,0,44976,1262,176
5/29/2020,594197,10153,535,0,46263,1287,138
5/30/2020,600012,5815,275,0,46521,258,34
5/31/2020,603742,3730,165,0,46703,182,37
6/1/2020,613311,9569,517,0,47818,1115,164
6/2/2020,622820,9509,451,0,48884,1066,88
6/3/2020,632409,9589,476,0,49992,1108,126
6/4/2020,641094,8685,396,0,51013,1021,91
6/5/2020,649661,8567,344,0,52195,1182,149
6/6/2020,654257,4596,150,0,52472,277,32
6/7/2020,657809,3552,151,0,52643,171,24
6/8/2020,668581,10772,365,0,53614,971,101
6/9/2020,679598,11017,351,0,54743,1129,109
6/10/2020,689844,10246,257,0,55902,1159,135
6/11/2020,700175,10331,230,0,57085,1183,105
6/12/2020,710262,10087,252,0,58268,1183,81
6/13/2020,715101,4839,98,0,58482,214,21
6/14/2020,718860,3759,78,0,58652,170,25
6/15/2020,729148,10288,244,0,59761,1109,99
6/16/2020,739074,9926,204,0,60912,1151,82
6/17/2020,751417,12343,223,0,62046,1134,90
6/18/2020,758329,6912,109,0,63200,1154,75
6/19/2020,760211,1882,58,0,63736,536,34
6/20/2020,760229,18,0,0,63736,0,0
