Date,Molecular Total,Molecular New,Molecular Positive New,Molecular Missing,Serology Total,Serology New,Serology Positive New
3/10/2020,439,105,14,,2,0,0
3/11/2020,613,174,22,,2,0,0
3/12/2020,1031,418,29,,2,0,0
3/13/2020,1971,940,61,,2,0,0
3/14/2020,2873,902,73,,2,0,0
3/15/2020,3906,1033,68,,2,0,0
3/16/2020,6055,2149,150,,2,0,0
3/17/2020,8741,2686,249,,2,0,0
3/18/2020,11734,2993,259,,2,0,0
3/19/2020,14636,2902,277,,2,0,0
3/20/2020,18287,3651,388,,2,0,0
3/21/2020,20820,2533,320,,2,0,0
3/22/2020,22717,1897,286,,2,0,0
3/23/2020,26506,3789,608,,2,0,0
3/24/2020,30507,4001,717,,2,0,0
3/25/2020,34611,4104,744,,2,0,0
3/26/2020,39034,4423,935,,2,0,0
3/27/2020,43410,4376,943,,2,0,0
3/28/2020,46217,2807,655,,2,0,0
3/29/2020,48297,2080,523,,2,0,0
3/30/2020,53362,5065,1236,,2,0,0
3/31/2020,58613,5251,1266,,2,0,0
4/1/2020,63550,4937,1338,,2,0,0
4/2/2020,68791,5241,1280,,4,2,0
4/3/2020,74572,5781,1481,,4,0,0
4/4/2020,78576,4004,1163,,8,4,1
4/5/2020,82012,3436,976,,8,0,0
4/6/2020,88707,6695,1933,,12,4,0
4/7/2020,95317,6610,2027,,16,4,0
4/8/2020,102148,6831,1867,,18,2,0
4/9/2020,108632,6484,1986,,41,23,3
4/10/2020,116297,7665,2060,,41,0,0
4/11/2020,120688,4391,1299,,42,1,0
4/12/2020,123798,3110,930,,45,3,2
4/13/2020,130163,6365,2001,,53,8,0
4/14/2020,139962,9799,2876,,62,9,2
4/15/2020,149984,10022,2601,,70,8,2
4/16/2020,158962,8978,2388,,91,21,0
4/17/2020,170164,11202,3007,,171,80,5
4/18/2020,176267,6103,1482,,179,8,3
4/19/2020,180886,4619,1091,,189,10,1
4/20/2020,191774,10888,2699,,252,63,6
4/21/2020,201315,9541,2200,,328,76,11
4/22/2020,213953,12638,2719,,475,147,17
4/23/2020,224871,10918,2418,,949,474,31
4/24/2020,237284,12413,2281,,1848,899,82
4/25/2020,245617,8333,1499,,2335,487,25
4/26/2020,250521,4904,848,,2791,456,37
4/27/2020,261592,11071,2126,,3931,1140,78
4/28/2020,273948,12356,2107,,5353,1422,83
4/29/2020,286644,12696,2186,,7065,1712,119
4/30/2020,300589,13945,2055,,8431,1366,115
5/1/2020,314855,14266,2086,,10188,1757,124
5/2/2020,322256,7401,1038,,10782,594,56
5/3/2020,327353,5097,732,,11184,402,42
5/4/2020,339622,12269,1888,,13158,1974,159
5/5/2020,352393,12771,1744,,15080,1922,154
5/6/2020,365821,13428,1715,,16986,1906,180
5/7/2020,379459,13638,1699,,18992,2006,171
5/8/2020,392958,13499,1467,,20833,1841,135
5/9/2020,398826,5868,686,,21450,617,38
5/10/2020,402011,3185,387,,21802,352,77
5/11/2020,413946,11935,1303,,23605,1803,160
5/12/2020,427278,13332,1462,,25448,1843,148
5/13/2020,441148,13870,1335,,27100,1652,164
5/14/2020,454611,13463,1320,,28669,1569,163
5/15/2020,468254,13643,1123,,30260,1591,142
5/16/2020,475377,7123,662,,30791,531,51
5/17/2020,479645,4268,378,115,31146,355,54
5/18/2020,493012,13367,1325,1,32724,1578,136
5/19/2020,505357,12345,1096,0,34373,1649,164
5/20/2020,518230,12873,1033,0,36007,1634,145
5/21/2020,530170,11940,1002,0,37596,1589,188
5/22/2020,541250,11080,885,0,39175,1579,157
5/23/2020,546171,4921,395,0,39581,406,40
5/24/2020,550297,4126,308,0,39886,305,40
5/25/2020,553436,3139,205,0,40211,325,49
5/26/2020,564803,11367,893,0,41671,1460,127
5/27/2020,575042,10239,721,0,43063,1392,151
5/28/2020,584144,9102,663,0,44293,1230,171
5/29/2020,594151,10007,541,0,45557,1264,137
5/30/2020,599891,5740,277,0,45799,242,32
5/31/2020,603549,3658,175,0,45970,171,36
6/1/2020,612273,8724,501,0,47021,1051,148
6/2/2020,619353,7080,363,0,47880,859,64
6/3/2020,621236,1883,124,0,48435,555,42
6/4/2020,621248,12,1,0,48436,1,0
