Date,Positive Total,Positive New,Probable Total,Probable New
5/21/2020,92083,969,2893,140
5/22/2020,92949,866,3003,110
5/23/2020,93339,390,3041,38
5/24/2020,93640,301,3080,39
5/25/2020,93838,198,3137,57
5/26/2020,94705,867,3237,100
5/27/2020,95399,694,3345,108
5/28/2020,96045,646,3464,119
5/29/2020,96578,533,3557,93
5/30/2020,96848,270,3594,37
5/31/2020,97010,162,3628,34
6/1/2020,97517,507,3693,65
6/2/2020,97964,447,3744,51
6/3/2020,98426,462,3815,71
6/4/2020,98809,383,3867,52
6/5/2020,99148,339,3960,93
6/6/2020,99297,149,3992,32
6/7/2020,99448,151,4012,20
6/8/2020,99803,355,4084,72
6/9/2020,100147,344,4164,80
6/10/2020,100404,257,4268,104
6/11/2020,100633,229,4345,77
6/12/2020,100889,256,4397,52
6/13/2020,100987,98,4417,20
6/14/2020,101064,77,4444,27
6/15/2020,101299,235,4520,76
6/16/2020,101499,200,4581,61
6/17/2020,101747,248,4669,88
6/18/2020,101988,241,4739,70
6/19/2020,102164,176,4797,58
6/20/2020,102257,93,4817,20
6/21/2020,102336,79,4832,15
6/22/2020,102564,228,4901,69
6/23/2020,102754,190,4988,87
6/24/2020,102965,211,5058,70
6/25/2020,103171,206,5139,81
6/26/2020,103371,200,5217,78
6/27/2020,103505,134,5238,21
6/28/2020,103575,70,5259,21
6/29/2020,103776,201,5328,69
6/30/2020,103996,220,5425,97
7/1/2020,104214,218,5534,109
7/2/2020,104437,223,5634,100
7/3/2020,104534,97,5693,59
7/4/2020,104595,61,5706,13
7/5/2020,104695,100,5740,34
7/6/2020,104934,239,5806,66
7/7/2020,105175,241,5908,102
7/8/2020,105390,215,5987,79
7/9/2020,105643,253,6080,93
7/10/2020,105873,230,6214,134
7/11/2020,105989,116,6256,42
7/12/2020,106078,89,6297,41
7/13/2020,106344,266,6408,111
7/14/2020,106577,233,6482,74
7/15/2020,106877,300,6575,93
7/16/2020,107122,245,6666,91
7/17/2020,107346,224,6783,117
7/18/2020,107475,129,6854,71
7/19/2020,107547,72,6901,47
7/20/2020,107832,285,6973,72
7/21/2020,108095,263,7092,119
7/22/2020,108353,258,7201,109
7/23/2020,108611,258,7368,167
7/24/2020,108870,259,7473,105
7/25/2020,109030,160,7499,26
7/26/2020,109132,102,7542,43
7/27/2020,109492,360,7697,155
7/28/2020,109812,320,7805,108
7/29/2020,110132,320,7918,113
7/30/2020,110576,444,8014,96
7/31/2020,110914,338,8137,123
8/1/2020,111060,146,8155,18
8/2/2020,111172,112,8202,47
8/3/2020,111498,326,8309,107
8/4/2020,111762,264,8426,117
8/5/2020,112040,278,8487,61
8/6/2020,112277,237,8533,46
8/7/2020,112421,144,8573,40
8/8/2020,112458,37,8576,3
8/9/2020,112459,1,8581,5
