Date,Molecular Total,Molecular New,Molecular Positive New,Molecular Missing,Serology Total,Serology New,Serology Positive New
3/10/2020,440,105,14,,2,0,0
3/11/2020,614,174,22,,2,0,0
3/12/2020,1031,417,29,,2,0,0
3/13/2020,1971,940,61,,2,0,0
3/14/2020,2871,900,73,,2,0,0
3/15/2020,3902,1031,68,,2,0,0
3/16/2020,6050,2148,150,,2,0,0
3/17/2020,8734,2684,249,,2,0,0
3/18/2020,11724,2990,259,,2,0,0
3/19/2020,14629,2905,278,,2,0,0
3/20/2020,18279,3650,388,,2,0,0
3/21/2020,20814,2535,321,,2,0,0
3/22/2020,22712,1898,286,,2,0,0
3/23/2020,26502,3790,609,,2,0,0
3/24/2020,30504,4002,719,,2,0,0
3/25/2020,34610,4106,746,,2,0,0
3/26/2020,39036,4426,936,,2,0,0
3/27/2020,43413,4377,943,,2,0,0
3/28/2020,46220,2807,655,,2,0,0
3/29/2020,48295,2075,524,,2,0,0
3/30/2020,53361,5066,1238,,2,0,0
3/31/2020,58600,5239,1265,,2,0,0
4/1/2020,63531,4931,1338,,2,0,0
4/2/2020,68759,5228,1279,,5,3,1
4/3/2020,74525,5766,1480,,5,0,0
4/4/2020,78518,3993,1162,,9,4,1
4/5/2020,81946,3428,976,,9,0,0
4/6/2020,88623,6677,1932,,13,4,0
4/7/2020,95212,6589,2024,,17,4,0
4/8/2020,102027,6815,1867,,19,2,0
4/9/2020,108486,6459,1983,,41,22,2
4/10/2020,116115,7629,2055,,41,0,0
4/11/2020,120499,4384,1297,,42,1,0
4/12/2020,123599,3100,930,,45,3,2
4/13/2020,129950,6351,2004,,53,8,0
4/14/2020,139731,9781,2875,,62,9,2
4/15/2020,149705,9974,2601,,70,8,2
4/16/2020,158651,8946,2389,,91,21,0
4/17/2020,169800,11149,3010,,171,80,5
4/18/2020,175874,6074,1482,,179,8,3
4/19/2020,180484,4610,1091,,189,10,1
4/20/2020,191338,10854,2699,,253,64,6
4/21/2020,200843,9505,2199,,329,76,11
4/22/2020,213403,12560,2718,,477,148,17
4/23/2020,224265,10862,2417,,952,475,31
4/24/2020,236641,12376,2282,,1853,901,82
4/25/2020,244929,8288,1498,,2340,487,25
4/26/2020,249830,4901,848,,2796,456,37
4/27/2020,260847,11017,2127,,3940,1144,79
4/28/2020,273163,12316,2108,,5365,1425,83
4/29/2020,285851,12688,2186,,7067,1702,105
4/30/2020,299687,13836,2049,,8445,1378,116
5/1/2020,313882,14195,2084,,10221,1776,129
5/2/2020,321201,7319,1037,,10816,595,57
5/3/2020,326321,5120,735,,11220,404,42
5/4/2020,338524,12203,1888,,13203,1983,161
5/5/2020,351257,12733,1743,,15134,1931,157
5/6/2020,364648,13391,1711,,17048,1914,184
5/7/2020,378226,13578,1693,,19083,2035,173
5/8/2020,391663,13437,1464,,20934,1851,136
5/9/2020,397515,5852,685,,21551,617,37
5/10/2020,400691,3176,386,,21903,352,77
5/11/2020,412601,11910,1318,,23716,1813,162
5/12/2020,425891,13290,1458,,25568,1852,148
5/13/2020,439870,13979,1331,,27280,1712,178
5/14/2020,453345,13475,1322,,28882,1602,165
5/15/2020,467057,13712,1111,,30478,1596,142
5/16/2020,474141,7084,654,,31008,530,51
5/17/2020,478388,4247,372,115,31364,356,54
5/18/2020,491886,13498,1325,1,32954,1590,137
5/19/2020,504383,12497,1094,0,34629,1675,164
5/20/2020,517316,12933,1031,0,36454,1825,149
5/21/2020,529268,11952,993,0,38084,1630,191
5/22/2020,540400,11132,875,0,39682,1598,158
5/23/2020,545399,4999,393,0,40095,413,41
5/24/2020,549504,4105,304,0,40403,308,41
5/25/2020,552632,3128,200,0,40729,326,49
5/26/2020,563954,11322,886,0,42205,1476,129
5/27/2020,574257,10303,714,0,43621,1416,153
5/28/2020,583737,9480,658,0,44881,1260,176
5/29/2020,593898,10161,535,0,46166,1285,138
5/30/2020,599717,5819,275,0,46424,258,34
5/31/2020,603450,3733,166,0,46606,182,37
6/1/2020,613029,9579,516,0,47720,1114,164
6/2/2020,622549,9520,455,0,48784,1064,88
6/3/2020,632147,9598,478,0,49888,1104,126
6/4/2020,640846,8699,396,0,50909,1021,91
6/5/2020,649414,8568,345,0,52089,1180,149
6/6/2020,654015,4601,150,0,52365,276,32
6/7/2020,657569,3554,151,0,52535,170,24
6/8/2020,668083,10514,367,0,53506,971,101
6/9/2020,678995,10912,354,0,54632,1126,109
6/10/2020,689078,10083,256,0,55787,1155,135
6/11/2020,699284,10206,236,0,56965,1178,105
6/12/2020,708915,9631,251,0,58118,1153,81
6/13/2020,713717,4802,99,0,58330,212,21
6/14/2020,717437,3720,79,0,58495,165,25
6/15/2020,727002,9565,218,0,59567,1072,93
6/16/2020,733673,6671,155,0,60546,979,69
6/17/2020,736676,3003,71,0,61085,539,37
6/18/2020,736691,15,0,,61085,0,0
