Date,Molecular Total,Molecular New,Molecular Positive New,Molecular Missing,Serology Total,Serology New,Serology Positive New
3/10/2020,439,105,14,,2,0,0
3/11/2020,613,174,22,,2,0,0
3/12/2020,1031,418,29,,2,0,0
3/13/2020,1971,940,61,,2,0,0
3/14/2020,2874,903,73,,2,0,0
3/15/2020,3907,1033,68,,2,0,0
3/16/2020,6056,2149,150,,2,0,0
3/17/2020,8741,2685,249,,2,0,0
3/18/2020,11734,2993,259,,2,0,0
3/19/2020,14637,2903,278,,2,0,0
3/20/2020,18288,3651,388,,2,0,0
3/21/2020,20822,2534,320,,2,0,0
3/22/2020,22720,1898,286,,2,0,0
3/23/2020,26512,3792,608,,2,0,0
3/24/2020,30514,4002,717,,2,0,0
3/25/2020,34619,4105,744,,2,0,0
3/26/2020,39045,4426,935,,2,0,0
3/27/2020,43423,4378,944,,2,0,0
3/28/2020,46230,2807,655,,2,0,0
3/29/2020,48310,2080,523,,2,0,0
3/30/2020,53375,5065,1236,,2,0,0
3/31/2020,58626,5251,1266,,2,0,0
4/1/2020,63565,4939,1339,,2,0,0
4/2/2020,68807,5242,1280,,4,2,0
4/3/2020,74591,5784,1481,,4,0,0
4/4/2020,78594,4003,1162,,8,4,1
4/5/2020,82031,3437,976,,8,0,0
4/6/2020,88731,6700,1933,,12,4,0
4/7/2020,95345,6614,2027,,16,4,0
4/8/2020,102180,6835,1867,,18,2,0
4/9/2020,108669,6489,1989,,41,23,3
4/10/2020,116337,7668,2061,,41,0,0
4/11/2020,120729,4392,1299,,42,1,0
4/12/2020,123841,3112,931,,45,3,2
4/13/2020,130209,6368,2001,,53,8,0
4/14/2020,140010,9801,2876,,62,9,2
4/15/2020,150036,10026,2602,,70,8,2
4/16/2020,159021,8985,2389,,91,21,0
4/17/2020,170230,11209,3007,,171,80,5
4/18/2020,176342,6112,1484,,179,8,3
4/19/2020,180964,4622,1091,,189,10,1
4/20/2020,191862,10898,2700,,252,63,6
4/21/2020,201415,9553,2202,,328,76,11
4/22/2020,214083,12668,2720,,475,147,17
4/23/2020,225027,10944,2419,,949,474,31
4/24/2020,237450,12423,2281,,1848,899,82
4/25/2020,245795,8345,1500,,2335,487,25
4/26/2020,250704,4909,849,,2791,456,37
4/27/2020,261782,11078,2127,,3931,1140,78
4/28/2020,274150,12368,2108,,5350,1419,83
4/29/2020,286857,12707,2185,,7063,1713,120
4/30/2020,300848,13991,2056,,8429,1366,115
5/1/2020,315137,14289,2086,,10186,1757,124
5/2/2020,322544,7407,1040,,10780,594,56
5/3/2020,327641,5097,732,,11182,402,42
5/4/2020,339925,12284,1890,,13155,1973,159
5/5/2020,352739,12814,1746,,15076,1921,153
5/6/2020,366170,13431,1716,,16982,1906,180
5/7/2020,379842,13672,1696,,18988,2006,171
5/8/2020,393348,13506,1469,,20829,1841,135
5/9/2020,399217,5869,685,,21446,617,38
5/10/2020,402407,3190,388,,21799,353,78
5/11/2020,414369,11962,1308,,23602,1803,160
5/12/2020,427712,13343,1468,,25444,1842,148
5/13/2020,441613,13901,1343,,27095,1651,164
5/14/2020,455130,13517,1325,,28664,1569,163
5/15/2020,468796,13666,1125,,30254,1590,142
5/16/2020,475933,7137,669,,30784,530,50
5/17/2020,480206,4273,378,115,31139,355,54
5/18/2020,493613,13407,1327,1,32717,1578,136
5/19/2020,505977,12364,1094,0,34365,1648,164
5/20/2020,518789,12812,1046,0,35995,1630,145
5/21/2020,530780,11991,1013,0,37588,1593,191
5/22/2020,541815,11035,888,0,39164,1576,157
5/23/2020,546745,4930,398,0,39570,406,40
5/24/2020,550853,4108,280,0,39875,305,40
5/25/2020,553988,3135,205,0,40200,325,50
5/26/2020,565309,11321,900,0,41663,1463,129
5/27/2020,575360,10051,730,0,43047,1384,149
5/28/2020,584279,8919,657,0,44229,1182,149
5/29/2020,593490,9211,523,0,45446,1217,122
5/30/2020,598185,4695,205,0,45653,207,23
5/31/2020,599891,1706,95,0,45680,27,6
6/1/2020,599919,28,3,0,,,
